Filename,Movement Detected,Animal Detected
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0309.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0310.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0311.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0312.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0313.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0314.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0315.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0316.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0317.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0318.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0319.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0320.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0321.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0322.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0323.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0324.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0325.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0326.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0327.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0328.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0329.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0330.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0331.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0332.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0333.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0334.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0335.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0336.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0337.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0338.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0339.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0340.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0341.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0342.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0343.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0344.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0345.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0346.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0347.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0348.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0349.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0350.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0351.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0352.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0353.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0354.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0355.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0356.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0357.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0358.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0359.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0360.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0361.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0362.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0363.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0364.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0365.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0366.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0367.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0368.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0369.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0370.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0371.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0372.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0373.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0374.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0375.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0376.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0377.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0378.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0379.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0380.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0381.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0382.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0383.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0384.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0385.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0386.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0387.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0388.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0389.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0390.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0391.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0392.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0393.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0394.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0395.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0396.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0397.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0398.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0399.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0400.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0401.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0402.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0403.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0404.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0405.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0406.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0407.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0408.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0409.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0410.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0411.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0412.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0413.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0414.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0415.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0416.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0417.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0418.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0419.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0420.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0421.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0422.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0423.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0424.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0425.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0426.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0427.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0428.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0429.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0430.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0431.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0432.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0433.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0434.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0435.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0436.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0437.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0438.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0439.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0440.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0441.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0442.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0443.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0444.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0445.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0446.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0447.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0448.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0449.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0450.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0451.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0452.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0453.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0454.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0455.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0456.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0457.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0458.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0459.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0460.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0461.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0462.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0463.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0464.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0465.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0466.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0467.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0468.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0469.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0470.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0471.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0472.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0473.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0474.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0475.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0476.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0477.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0478.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0479.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0480.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0481.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0482.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0483.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0484.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0485.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0486.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0487.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0488.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0489.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0490.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0491.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0492.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0493.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0494.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0495.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0496.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0497.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0498.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0499.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0500.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0501.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0502.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0503.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0504.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0505.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0506.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0507.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0508.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0509.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0510.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0511.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0512.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0513.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0514.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0515.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0516.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0517.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0518.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0519.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0520.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0521.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0522.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0523.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0524.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0525.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0526.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0527.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0528.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0529.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0530.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0531.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0532.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0533.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0534.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0535.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0536.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0537.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0538.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0539.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0540.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0541.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0542.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0543.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0544.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0545.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0546.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0547.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0548.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0549.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0550.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0551.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0552.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0553.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0554.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0555.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0556.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0557.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0558.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0559.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0560.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0561.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0562.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0563.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0564.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0565.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0566.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0567.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0568.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0569.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0570.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0571.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0572.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0573.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0574.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0575.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0576.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0577.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0578.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0579.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0580.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0581.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0582.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0583.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0584.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0585.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0586.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0587.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0588.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0589.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0590.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0591.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0592.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0593.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0594.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0595.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0596.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0597.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0598.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0599.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0600.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0601.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0602.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0603.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0604.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0605.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0606.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0607.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0608.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0609.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0610.AVI,True,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0611.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0612.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0613.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0614.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0615.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0616.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0617.AVI,True,False
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0618.AVI,True,False
