Filename,Movement Detected
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0649.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0650.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0651.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0652.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0653.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0654.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0655.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0656.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0657.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0658.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0659.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0660.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0661.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0662.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0663.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0664.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0665.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0666.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0667.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0668.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0669.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0670.AVI,True
D:\temp\trail_cam\DCIM_241110_250404\100MEDIA\DSCF0671.AVI,True
